text,polarity
علاقة النائب بالناخبين لابد وأن تراجع سنويا في جمعية عمومية مثلما تفعل الشركات مع المساهمين العقد بيننا هو البرنامج والعقد شريعة المتعاقدين,Negative
وصول الثوار لميدان التحرير احد اكبر علامات اسقاط الانقلاب والعلامات الكبرى والاخرى قادمة مع قادم الايام,Positive
تنور !,Negative
ننتظركم في ندوة التوقيع الأولى لـنادي السيارات لدكتورعلاء الأسواني بدار الأوبرا المصرية الجمعة القادمة بإذن الله >>,Positive
#جبهة ثوار سوريا - القطاع الجنوبي : القنيطرة تمكن المجاهدون ضمن معركة #صدى_الأنفال صباح اليوم بفضل الله من,Positive
تعديل كامب ديفيد ليس رفاهيهنلزم الحكومه بما صدر عنها من بيان بسحب السفير و نصف التراجع بالعار و الخزلانلا شيء يعلو علي كرامه المصري,Neutre
78 الدكتور عنده ندوة في الاسكندرية الاسبوع القادم وكان لديه جولة ميدانية في الجيزة الاسبوع السابق,Negative
من صوتوا لمرسي وشفيق لهم نفس حقوقنا كمواطنين ولا ينبغي، مع الاختلاف في الرؤية للدولة والمجتمع وللحريات والمدنية، الانتقاص من أهليتهم,Negative
قال رسول الله صلى الله عليه وسلم : ( إِنَّ مِنْ عِبَادِ اللَّهِ لَأُنَاسًا مَا هُمْ بِأَنْبِيَاءَ وَلَا,Neutre
لمن كان يسأل عن عنوان #ديوان_شيبان الذي يقام فيه #درس_الاثنين #الفحيحيل قطعة 9 شارع المخفر #انشر #الكويت …,Negative
ياباشمهندس لو الرقم اللي هم بينشروه عشان يبعتولك عليه تهديدات ده رقمك بجد، من حقك تبلغ الأمن الوطني يتتبع أتصالا…,Neutre
د أبو الفتوح : مشروعي يتركز في أربعة محاور، أولها الاهتمام بالتعليم والبحث العلمي لان هذا هو الباب للتقدم ونقل,Negative
_ مايصحش أقول,Negative
من إنجازات الثورة العظيمة هو مشاركة الشعب في المعادلة السياسية ليؤكد أنه أهم لاعب,Negative
قد ترى الأمور مستعصية عليك بعض الشيء لكن اذا ما نظرت من ذاك الباب الذي لا ينظر إليه احد سوف ترى الأمور متجلية واضحة ومفهومة لديك #حاول,Positive
افضل لاعبي الدوري الانجليزي في سنة : 2009 #رونالدو في الصيف الذي يليه انتقل الى الريال 2013 #بيل في الصيف الذي,Negative
لو #دمعتك نزلت على خدك من كتر ضيقتك اعرف ان #ربنا بيقولك اسند رأسك على #بابى,Positive
برنامج مش صعبة د حمزاوي شرح مصطلح الأمن القومي :,Negative
شايفين العيب و الغلط ومبنسالش حتى ليه وكل واحد بيقول هو يعنى بايدى ايه !! #كاريوكى,Negative
صورة من كواليس إحدى حلقات برنامج (قصة الأندلس) المنتظر عرضه في رمضان القادم يمكنك مشاهدة برومو البرنامج على,Negative
م اظن فيه انسان مسلم يرتضي سفك الدما ! #خليجيون_ضد_الدماء #مجزرة_رابعة_العدوية,Negative
حب البلد بيعيش لما يموت الجوع #حمزة_نمرة مهما كلت وشبعت برضو مش بحبها,Negative
هو بس سؤال رفيع للإخوان: بالنسبة لرجال الأعمال اللي كان رئيسكم بيكلمهم بكل حنية ودلال مش دول برضه الفلول اللي صدعتونا إنهم بيتآمروا عليه؟,Negative
لن يأتى عام 2014 الا وديون مصر تسجل رقما عالميا لم تصل اليه اى دولة ولن ينفعنا مليارات الخليج الملوثة بدماء اولادنا,Negative
هواجس العام الجديد - ثانينا عن مسار الاحتجاج الشعبى والحالة الثورية - عمرو حمزاوي - بوابة الشروق,Negative
البقية فى حياتك كان راجل عظيم,Negative
#جنايات_المنيا : تصدر حكماً بإعدام 37 إرهابيا اخوانياً وبحبك 492 لمده 25 عاما في قضيه اعمال العنف بمطاي بعد عزل الرئيس الخائن #محمد_مرسي,Positive
في حفل جمعية رسالة  رد الجميل  لتكريم سيدات مُسنات من جميع محافظات #مصر بمناسبة #عيد_الأم على مسرح سيد درويش - أكاديمية…,Neutre
هدير طلاب الجامعة يشكل فيضانا لن توقفه سدود الانقلاب الشرعية ستعود ان شاء الله,Neutre
الذين يدعون ان هذه الثورة العظيمة هى انقلاب عسكرى يجهلون او يكذبون وفى الحالتين يهينون الشعب المصرى ويستهينون بتضحياته وبدم شهدائهم الأبرار,Neutre
: #تركيا كبير القضاة يتهم #أردوغان بـ فساد الضمير ويتعهد صون كرامة الأتراك وحرياتهم ,Positive
الأسواني: لقد أثبت مرسي أن الاسلام الحقيقي العظيم الذى نعتنقه ونعتز به يختلف الى حد التناقض مع المقال كاملاً >> …,Negative
الحمد لله تملأ الميزان,Positive
1968 فيما يخص الجانب الفقهي يمكنك سؤال الازهر ودار الافتاء,Neutre
مصر تقع في مجموعه ناريه ناريه #مصر #تونس #السنغال #موزمبيق او #جنوب السودان #حسن_شحاته كان بيرتعش وهو بيسحب القرعه #_,Positive
لاحظت المصادر تقدم واضح في أسلحة الجهاديين في سيناء واستخدام مضادات للطائرات والمدرعات استخدمت في مواجهة الجيش ومواطني المد…,Positive
خليك بتاع كله عشان كله يبقى بتاعك #اسلوب_حياة,Negative
أذا أقنعت شابا بالكذب بانه يجاهد في سبيل الله ثم أعطيته مسدسا وجعلته يطلق النار على ضابط شرطة فقام بقتله ستكون انت من قتلت الشاب مع الضابط,Negative
احبسونا و امنعونا #البعد عن #الاهلى محااااال,Neutre
#جمال #خيال #حقيقه #جميل #درر #حكم #أعجبني #حكمه #بقلمي #شوق #بوح #شعر #قصيد #رتويت خمس الاف متابع بـ 200 ريال 132,Positive
هو ممكن ت #نزل_صلاح :( #ليلة_الابطال,Negative
سوري الرابط اهه,Negative
شاهد - يسري فوده: ومن يأمن لمن قال يوماً طز ف مصر #,Negative
والله من شين النفس فيني اليوم #اعتراف,Negative
لا إله إلاَّ اللَّه وَحْدَهُ لا شرِيكَ لَهُ، لهُ المُلكُ ، وَلهُ الحَمْدُ ، وَهُوَ عَلى كُلِّ شَيءٍ قَدِيرٌ #غرد_بذكر_الله #كنز_المسلم,Negative
#إبراهيم_محلب يعلن افتتاح خط طيران #القاهرة - #إنجامينا عاصمة تشاد أول أغسطسويكلف وزير الطيران باتخاذ الإجراءات,Negative
و لعل أسوء ما في هذا اليوم غيابك يا #باسم :-( = =,Positive
حشود ضخمة في مسيرة #المطرية اليوم الجمعة 1-5-2014 #شير,Negative
#ليه بنخاف من الموت و هو الحاجه الحقيقيه في الدنيا !,Positive
فضلت اتريق على اللي شغلهم الساعة 8 واتريق واتريق لغاية ما مطلوب مني في 10 دقائق اكون لابس ونازل وخمس دقائق وابقى فى الشغل #فجأة,Negative
3 تم الإتصال أكثر من مرة وستكون عندنا بالغد في لجنة حقوق الإنسان,Positive
بيدونا اجازة فى عيد العمال عشان نقعد فى البيت نتفرج على فيلم الايدى الناعمة،حرام والله #أوقفوا_الفحم,Negative
مدرسة الطبري بشيراتون,Neutre
ضبط حشيش مع #لاجئين سوريين بالمفرق #شاهد التفاصيل من هنا:,Negative
#بيع_متابعين #زيادة_المتابعين #تابعني_اتابعك #السعودية #الهلال #النصر #الاتحاد #الأهلي #الأتفاق #الشباب [90332],Neutre
